employee_id,name,email,phone_num,designation,hire_date
4d3cbd62-66d4-42de-a096-fb54a5318905,Tiffany Howard,robert01@example.com,6317362823,Developer,2021-03-07
01052db8-d115-4f33-9ecf-3643995ab59d,Juan Morgan,jasonmoreno@example.com,4445561737,Sales,2020-08-10
c0da6ab4-f773-41a6-be5f-02338e2c6aa2,Laura Rangel,andersonherbert@example.org,3553578441,HR,2022-05-22
d1a677a3-231e-471b-9c15-9a545b8a1964,Gloria Evans,hrush@example.net,524328733,Manager,2024-07-20
350a86ec-ef5d-40a0-bdbe-2721a7bbcd6b,Brenda Roth,turnermindy@example.org,9190165233,Sales,2020-04-19
cbf48f43-19de-4120-bb29-88419c5cdb05,Tina Powell,kevin82@example.org,3964771106,HR,2021-06-13
0c540230-7227-482f-81cc-8efd674d1d14,Samuel Snow,cookhaley@example.com,5150187742,Developer,2023-01-26
7e6b5e56-ef0e-4350-92d7-7cd56ca9ec0d,Louis Douglas,reyessamantha@example.org,4458127316,HR,2021-11-13
f5b698b8-915e-40b7-be2c-864e341316e6,Hannah Tucker,nevans@example.org,1032077377,HR,2024-06-06
2a6e97ee-02d7-4f5f-afcc-9cf35e3a8a1e,Brandi Brown,walter13@example.com,3185595909,Developer,2024-01-13
64acad93-5498-4c0b-b58d-3bc8a04bde9a,Erica Harvey,jjohnson@example.org,4247733994,Manager,2020-07-26
682dfd03-2d5d-44ce-94c8-3f1c69b0550b,Anita Gibson,thomas35@example.org,2883010101,Developer,2023-07-17
b55bbd20-9d8b-499e-aab1-ad92e0d79d24,Melanie Adams,morenogerald@example.com,2558589172,Manager,2022-07-21
aaaf8b11-c0a9-40c4-a3e5-d98d45fab676,Jennifer Blevins,eddierodriguez@example.net,9632731624,Sales,2022-10-30
f624721d-e986-4f62-b28b-3f39c0d878cd,Sherry Reese,tpadilla@example.com,5164633630,HR,2023-08-14
9b1dc957-6ac4-473b-ad32-df506b6d124f,Dennis Moore,johnsondebbie@example.org,472584882,Sales,2020-02-13
35a63ea9-4fd2-40d3-bcd8-d0fd452963d6,Amy White,mgarcia@example.org,1347964961,Manager,2023-11-12
2941a01c-0c7e-45fe-afe6-8af947247093,Scott Rice,melindasmith@example.org,3442548933,Sales,2021-09-04
55728af7-3672-427d-9d03-04a4c13a51ef,Jacob Serrano,karen20@example.com,7719787356,Manager,2020-08-21
a069c636-1113-4d7b-b55e-4943b985d26c,Ronald Carter,yreese@example.org,2823027078,HR,2024-04-02
55b9d0d8-1d6d-4d06-ba73-70857ed0b132,Paul Johnson,ijensen@example.com,5933703708,Manager,2024-03-21
9a16b97c-1517-4678-99cc-cc7ea9172a8b,Jody Martin,shannonthompson@example.net,739006801,Manager,2022-11-25
a3f740c0-5056-48d8-ae3d-394ede6371ca,Mary Davis,kimmartin@example.net,7757039400,Sales,2022-06-10
b50687e2-46a9-4e0e-9f60-671f02dfedce,Wayne Peterson,martinezchristopher@example.net,6041086305,Sales,2022-07-07
8bef541d-fcd7-42de-828d-f11c0443f7f4,Stacy Clark,johnrichardson@example.com,1813784759,Developer,2020-02-07
98d2cffc-5286-432e-afb6-f87844cdd606,Jonathan Pearson,nancy16@example.org,5510396850,Manager,2024-09-01
1eba4c82-358b-4f18-99da-6fb3dd44ceb2,Kaitlyn Clark,joshuajones@example.org,164927078,HR,2021-08-30
0f0e590a-8f65-48c1-aa7f-64ee7828a3c0,Michael Wall,mwatts@example.net,3571240598,Manager,2023-10-23
d846b0b5-1f57-487e-8312-60e0c8c237ef,Steven Moore,jenniferstevens@example.org,6203954117,Sales,2022-12-31
1cc32abc-c5e9-452b-a240-081bbfe5c1d5,James Johnson,larsonkelly@example.org,2041593891,Manager,2020-11-24
3a25f661-db5d-427d-8a05-5c1455043a03,Seth Gonzales,jaredrodriguez@example.com,5502757917,Developer,2020-10-19
8d13101d-52be-42a9-b4cb-6231fe267efb,Lisa Larson DVM,edwardbruce@example.org,4424142034,Developer,2022-01-20
a961db19-40af-4f4d-beb0-dd802b15d045,Michelle Lewis,david00@example.org,4050529193,Manager,2021-06-09
a3bfe241-d0af-4044-a4e1-97e1945725a8,Kelly Reed,larsonbrenda@example.com,9405316185,HR,2023-09-25
b80b9fbe-e8ab-4312-8ad7-cb5935d6c81d,Alexander Garner,stephenscody@example.net,3795256897,Developer,2023-11-24
c0d67b2d-f28c-4dd9-87a0-aca4f6f1f9c1,Amy White,kellyberger@example.org,1583172872,Developer,2024-07-05
d3fd1d4b-8ffc-4545-b084-6d76d0c192b4,Edward Miller,comptonmary@example.net,4341674622,Sales,2020-08-10
afeeaa49-ff9b-42ac-b3e5-d36031975c40,Ms. Lisa Peterson,alyssaporter@example.net,4958907181,Sales,2022-02-12
f17970a1-2cce-44e6-a35d-1d031f05c60c,Joseph Berry,aelliott@example.com,8826804110,Developer,2020-06-11
952a438f-eab0-4aa0-9a4b-7a93d5665394,Tyler Parker,ucooper@example.org,9551513433,Developer,2020-12-28
bcc1d95d-8e46-4885-8a1f-8c4ff9205e6e,Miranda Dawson,rknox@example.net,6466026527,Manager,2022-11-22
c887f2c1-dbb1-4536-bbe9-a72b0c534cac,Victoria Colon,robertmyers@example.org,9501159275,HR,2021-04-12
4eb39967-09d2-4a5b-afb7-9deb125c4ade,Randy Brooks,etucker@example.net,3984931323,HR,2021-10-21
aa8a12d1-5808-459f-bfd8-3f5d5cab637b,Joseph Richardson,katieryan@example.net,3780715838,HR,2023-05-18
c78b550f-1e5f-46a3-9a5b-59869e0e2005,Jonathon Henderson,christopher75@example.com,5401707815,HR,2023-10-13
513544b0-e5d4-4ea7-a0d2-66f1c550f1bf,Matthew Garcia,banksanthony@example.com,554839711,Developer,2020-02-27
38bf6990-d88c-488c-90d2-13fc6a23524e,Jordan Miller,kristiyoder@example.com,5815854689,HR,2020-09-21
97de6e05-bb5c-4423-95bf-56f04fd006a9,Bradley Myers,pserrano@example.net,1875898643,HR,2024-08-14
cdbf9711-d85e-4784-a70f-a5407819ee98,Charles Chase,mathisrobert@example.com,3622986711,Sales,2024-07-03
d34822a8-ce35-4ec1-85fa-f69646d37d44,Rodney Martin,heather81@example.net,3708209882,HR,2023-01-01
613e5cf0-f194-4dc7-a2d2-cf531dbe7524,Phillip Fisher,olsenkristi@example.org,5688958982,Developer,2024-09-01
74a18554-5bc1-4d6c-b54e-39392b1690a7,Scott Brandt,david11@example.com,6196460798,HR,2023-07-10
dbfabf0f-307f-43af-9094-46483dd1bff3,Deanna Terrell,david64@example.com,4352450697,HR,2024-04-06
a6128e08-95e3-494e-8e1d-ddfa9d362fc4,Mr. Brandon Douglas,cynthiareyes@example.net,7284715560,HR,2022-12-29
dce4ffaa-0b49-4988-a671-40d97d722a19,Christopher Simmons,amanda73@example.org,9446824636,Sales,2024-07-12
d2fc0b28-8a33-45fb-b5e2-2c2f6a24fd86,Elizabeth Johnson,anitadaniels@example.com,6701600195,Manager,2022-09-23
3780720d-c8f5-4ff2-9a60-f05b51532267,Curtis Garcia,klee@example.org,6840220827,Sales,2020-12-30
105d81a9-0290-4dd3-8a2c-71f4edec15a8,Scott Lee,cclark@example.net,7354920103,HR,2023-10-04
b51e7342-b0c6-48ad-91bc-70db031267cc,Christopher Burton III,morrissandra@example.com,7548534491,Sales,2022-04-06
9259de7f-3171-4216-8d07-da9222c7c3fe,Rebecca Wright,michael58@example.com,2618245864,Developer,2021-04-16
28155c89-447d-4cf4-a772-12103c790b40,Danny Potts,thomas48@example.org,4618959039,Developer,2021-04-04
aa91fb9a-659b-4705-9aab-5b4745dcda93,Jacqueline Vazquez,lopezdiane@example.net,3689929879,Developer,2021-04-14
776ca8aa-8409-4a6f-9945-db3e8bb7da04,Ryan Smith,jason76@example.org,7502077166,HR,2020-07-23
47ef0d73-2f58-48d6-8f80-4722435f7025,Heather Mora,seanwhite@example.com,2101393747,Sales,2023-12-12
569a7b06-f174-40e7-9ad1-c1d0c37fd8cf,Melanie Reed,timothy17@example.com,4193876474,Developer,2023-07-18
4b7ce45e-c2a4-45ad-90fb-bed8426e2329,Michael Brown,eduardo31@example.com,4744215051,Manager,2023-06-10
1c40f3e2-9a63-4684-9dcd-63698a38598b,Rebecca Tucker,gordonlori@example.net,8493135803,Manager,2022-02-26
a7b8aed4-c7bd-49a4-a07c-1fe706f55836,Lindsay Sullivan,robert90@example.org,402320529,Manager,2020-11-03
60bbcc64-caf1-421f-a447-1e3e51230008,James Long,mathisgeorge@example.com,2228198417,Developer,2020-01-30
84225b68-9009-412a-94f4-481daa8c0146,Stacey Hernandez,wesley65@example.net,8179838823,HR,2021-10-02
9b5a4be9-5723-4a6a-a34d-38c644396191,Brian Bernard,samantha37@example.net,244164261,HR,2020-12-18
bb9480db-be0d-41f2-ba90-b1971b0daea0,Brittany Mitchell,sloanstacey@example.com,1478800296,HR,2022-04-07
1168a5bc-545f-4060-9bff-6c2e80bf07d3,Amanda Baird,jennifer08@example.net,6716771072,HR,2022-06-20
cb3f6c24-8a54-4d16-a826-5774079a4db4,John Ellis,cabreraedward@example.org,5898617182,HR,2024-03-16
a3bc6120-7160-4b9a-a887-dc2a611194a1,Christopher Ramos,xharrison@example.net,1480653538,Developer,2023-09-19
eff1c8f5-217a-46fb-9fd7-990d82c9d34f,Jill Mcdonald,rachelrivas@example.net,6001605057,Sales,2021-12-16
e915ae5e-87ce-41ec-a22c-298305d6860d,Jill Schaefer,carlos61@example.com,9263539515,Developer,2022-01-17
d3fdf723-7ab2-47cb-a7a8-00295f7cc477,Thomas Nicholson,jacobrojas@example.org,6435287749,Manager,2023-03-08
14bdef84-61ee-483a-aa98-2d4ec2e73d22,Matthew Lawrence,tamara60@example.org,836978445,Sales,2024-02-01
7d3bbe89-cfc2-43fa-a141-e3cde3cba5be,Paul Harrington,taylormatthew@example.org,6941822474,HR,2023-12-13
68ead8b1-ca4c-4d0b-9a2c-380804402636,Lauren Patterson,robert58@example.com,3840165626,Developer,2022-09-30
f665f5fa-cc22-4af2-9afb-ecf19b53a737,John Lopez,jennifersanchez@example.org,1981368812,Manager,2023-12-19
088f752b-53ba-452c-acd2-aba601390a6f,Katherine Dillon,dawn28@example.com,9532031879,Sales,2021-01-04
d5983a6d-15af-4f5b-ac9b-cf4b1ab98af4,Ashley Nunez,laura43@example.org,2298543922,Developer,2023-02-19
fc621dbd-9c90-4d86-9d7b-85241961813f,Calvin Lowery,christy77@example.net,5841604907,Sales,2020-01-26
7dc6273f-4a04-441d-9836-b3e95ccf2ff9,Dylan Evans,michaelnichols@example.com,1555058187,HR,2023-04-13
6aefedfe-8695-4b36-a6b0-9ce9cfccf7b4,Debra Oliver,daniel56@example.org,3466552561,Manager,2022-11-30
4d69850a-d1fb-4a09-bdc5-201a680faddb,James Jimenez,xconway@example.org,1956517427,HR,2020-05-05
b5e5eb1b-3e8d-4313-a277-e934005bb45f,Kimberly Matthews,smithchristopher@example.com,3537389620,Developer,2020-05-07
f92da9a6-37da-4370-94df-09741a9a23c0,Mr. Matthew Maldonado MD,george70@example.net,7345795098,HR,2024-04-17
264fb4e5-cdaa-41cf-95b3-253a551bfd5b,Mary Williams,allison69@example.net,8488481993,HR,2023-02-13
af6c9a50-110d-407e-8294-1fe456bff17c,Eric Lewis,maryhernandez@example.com,3665537196,HR,2022-12-19
09592692-4485-4597-9979-b437d9c4b2d1,Alexandra Mathis,brett07@example.net,4753645509,Developer,2023-08-31
8bb20043-6c1e-42db-ab43-d6520893f1cd,Michelle Burton,taylor91@example.net,8036245750,HR,2022-05-06
2a8574f8-9207-434f-b11c-04d9626102c2,Zachary Martin,kyleconley@example.org,2260208453,Sales,2023-11-05
7571e17b-2f1b-483a-b67e-5c259894cc77,Mark Nunez,nunezjennifer@example.org,7077125207,Sales,2024-02-19
5524820b-16a6-4f52-a079-217d1f151874,Tiffany Simpson,tammystrong@example.com,9396485741,HR,2021-06-26
78dc6b56-a949-4ffd-9b64-8e9403a50df5,Michael Tate,megan53@example.org,2525045084,Manager,2021-04-28
a2af5e1e-85c5-4e59-a231-e0f96ad883df,Brian Vazquez,matthewlawson@example.net,5383676004,Developer,2024-01-05
d71bbc6a-2118-4b7d-97e5-8dca5b46a616,Laurie Flores,halljared@example.net,4688512767,Developer,2022-03-24
efbd6f27-968c-44f0-89fd-602fdc2aeeb1,Allison Mora,dwilkerson@example.org,6475755940,Sales,2021-07-03
8682c728-e983-4854-be37-eb9a06cf6ad5,Spencer Smith,kristin33@example.org,7161150554,HR,2022-09-21
b9d15568-3b41-433d-b229-c87d671ee9a7,Jeanette Jackson,lhall@example.com,8685928165,Manager,2020-11-09
8437533a-39de-445f-b4ef-264f83296a57,Carrie Ashley,carlahunter@example.net,1325497693,Manager,2024-06-04
4bed5c62-b61d-40a1-ae78-2145ec24f8ed,Tracey Thompson,noblenathaniel@example.com,7432748475,HR,2020-03-20
3fcdac30-36c1-4022-a5d7-6f3fbe9f523e,Elizabeth Anderson,donald20@example.net,2883221115,Sales,2024-01-24
f20563f6-a886-4761-a2cd-b48ef546e119,Vernon Beltran,pweaver@example.net,4730125714,HR,2020-05-05
c22a1a17-3678-4e4c-9977-7e7626ca2c39,Martin Burton,melissajones@example.net,2178622351,HR,2022-02-04
3b3c6bec-e852-4625-b9b7-fe4a9ff4449e,Parker Matthews,frank63@example.com,8154770233,Manager,2023-07-17
e5fbf28c-99d0-49d0-83b6-c8797ecd8f1f,Kevin Reynolds Jr.,wigginsevelyn@example.com,3068920254,Sales,2023-04-12
23729fbf-cd9d-43b7-b230-2c5bb4910ae4,Ashley Scott,asalazar@example.org,5520154794,HR,2022-01-14
03103fd2-17c4-45fa-9a92-ba1123a8c2c0,Eric Green,janetgonzalez@example.com,9246626028,Sales,2022-08-10
4e6ac929-3d1b-4734-b080-2c38e8a3220d,John Patel,jennifer74@example.net,2764892614,HR,2022-10-15
ffe2178f-72ac-4dac-b900-df1a917255d2,Vicki Bright,yevans@example.org,1867397587,Sales,2023-10-12
a2ea2f35-1a3f-4acb-8953-5851440ea3ef,Sandra Mcbride,dwaynelopez@example.org,1025391662,Manager,2022-05-14
7ec22827-ea27-4f73-902f-27a4d5747e92,Bryan Campbell,michaelbenson@example.org,5878459196,Manager,2021-04-01
1d8f5fd2-c77d-48b7-ac2f-53672bb1b949,George Castro,joshuasharp@example.net,9591059524,HR,2023-08-07
8b3ffd0a-10e9-43f4-a751-8d5f3689f807,Jon Scott,jared63@example.com,4332426839,Developer,2020-07-03
c49d000a-e22d-424b-ae15-2d1e24bcf8c1,Diana Marshall,whiteryan@example.net,7191923329,Developer,2021-10-13
81f13b26-f5c9-49d9-b9dc-8b8c5d491f42,Robert Dean,clarkkatherine@example.net,7815394415,Sales,2021-03-02
17fc30d6-54e8-4c90-a93c-cac22cf82b30,Wayne Mccoy,curtisrobertson@example.com,3637070772,HR,2020-07-12
9ad590da-c523-4d04-bb37-e091f82c0d9c,David Martinez,melissafrost@example.org,3858919058,Sales,2023-04-16
016bcca5-45b7-4b79-9d37-3f15cd71538c,Jordan Johnson,jamie73@example.com,5303465271,Developer,2022-08-07
c9c9be65-d915-4721-8da3-f7ad7a13e54c,Hannah Sampson,melindaharvey@example.net,6665081917,Developer,2022-12-19
92e960d4-2822-4608-902f-7155fceebebd,Lindsay Miller,laura46@example.net,7082047702,Sales,2021-06-19
a7fd609d-7507-4472-a342-3b68356207f2,Jason Hoffman,james66@example.com,599403025,Sales,2020-02-20
442bd3c2-da33-4feb-b1fa-d31864d72baf,Amy Carter,david98@example.net,6394102965,Developer,2021-04-13
92edc24f-f46c-48c9-9917-90cd8bfd2578,Austin King,sextonjanice@example.net,2007704642,HR,2022-09-09
10c8e0a5-733a-4fdf-aff0-4eade3d5afe0,Dr. Nicole Forbes,tinabarr@example.net,6958949757,Sales,2020-01-28
23faabfb-c7be-4e92-bbff-f53d3bbaa83b,Anthony Zamora,tina38@example.net,2761388203,HR,2022-03-17
350d465f-d059-4fca-b2bf-1195a4d79420,Brian Maldonado,cindy88@example.org,5280005184,Manager,2023-06-17
31fc4976-e760-44eb-b8a4-bf31d80cbdc9,Stephanie Mcdowell,dixontina@example.com,5340814487,Developer,2022-05-02
61f7c826-39a1-4fbb-adc9-39d43626721d,Leslie Smith,johngriffin@example.com,1402256503,Sales,2021-08-02
23207dd4-d161-4935-aaa4-a2cf2cc7adbb,Lisa Clark,laneadam@example.org,9314027818,Manager,2020-03-05
bcd511c7-42b9-403e-b87c-bd29a44903cb,Mark Crosby,nicholssarah@example.com,388776159,Sales,2021-12-03
4470b39d-acbd-4366-a701-c35b3110906e,Jason Foley,qjohnson@example.net,6244674900,Developer,2020-11-10
9d3873c2-1f54-4479-814b-77ca5a8ce422,Susan Chapman,patricia72@example.net,1783143750,Developer,2023-03-10
ad36e23d-cfc5-4bb7-bfe2-b83f287974f8,Scott Alvarez,megan01@example.net,3536664780,HR,2023-01-16
678b2a06-082e-4f9a-8292-00ecb15b21cc,James Smith,jowens@example.org,9447172169,Sales,2021-06-07
5733919d-92b9-4b35-9d47-3bf9ca5cbc22,Brian Brown,courtney16@example.net,6727282997,Manager,2021-02-08
9b900577-4fa2-4780-b2a7-3d40609e622a,Elizabeth Mckinney,donald17@example.com,8445276088,Manager,2021-12-26
e4041cb5-e9a7-472e-a121-7f98031700cd,Adam Davidson,qrichardson@example.net,3728217219,Developer,2022-08-29
09acde1f-3fc7-4883-80b8-24eba75d52ad,Kimberly Little DVM,sarah41@example.com,7497336125,Manager,2022-04-30
508feb5f-1b74-4f72-aa02-9b30504c9d70,Ronald Phillips,daniel75@example.net,20148588,Sales,2023-06-03
eb947abe-05ef-4566-8a0e-a50f1521673b,Patrick Harris,waterstodd@example.com,7538364557,Developer,2020-10-07
8e95fec4-1580-47af-8f60-c906828a0b05,Joseph Murphy,robert71@example.net,352480330,Manager,2022-03-12
b0eb4925-73b6-4349-85af-ecb0965da052,Steven Alvarez,cannoncindy@example.com,4449956866,Sales,2022-04-18
e9473ca3-1f97-4d03-ab53-c3bf5c96015a,John Colon,sandersbrian@example.org,6695757356,HR,2021-02-26
9e868ab8-9b2f-4797-a385-2b7ac5273ca6,Carolyn Graves,audrey05@example.net,8792881010,Manager,2024-02-29
853b9f8b-3f1d-46f9-893c-d84add540317,Gabriel Garcia,max34@example.net,3081806250,Sales,2020-04-19
56c77ee3-1e33-48cc-8fd9-be104f714854,Trevor Choi,tapiajohn@example.net,9197312404,Manager,2020-03-30
f65107de-2897-4d91-8bae-de6ae19bf3ba,Jennifer Cox,johnsonbrandy@example.net,8436647512,Sales,2022-06-22
e74ef96c-0365-4623-9f0f-5ed1500fe284,Linda Holder,charles67@example.org,661331077,Developer,2022-08-06
869a09b5-2b62-4a56-a2a0-e7bb5a067d64,Audrey Harris,natalie97@example.com,941824895,HR,2023-07-01
bb03f950-ec61-4446-8986-b6bb571a94e6,Lauren Jackson,dayjamie@example.net,7719400401,Sales,2024-01-28
2d7f9d14-65da-4c98-aa06-bf31bbe31252,Lisa Smith,ophillips@example.com,5175219380,HR,2020-04-15
a677bac5-bf42-489f-930f-d43c4b216b8a,Mr. Robert Shaffer,brianflores@example.com,5888680584,HR,2024-01-10
8e5542a9-2a07-439e-bad6-0d6cbaf0f1bd,Matthew Rios,johnsondesiree@example.net,5935570604,Sales,2021-01-14
81e022c2-7f55-4389-b5e0-fced6cd87569,Mrs. Julie Velasquez,mmiller@example.org,4924470953,Manager,2021-06-02
0da66fb5-3192-4422-98a6-446b89c7ff8d,Amanda Paul,andersonwilliam@example.com,3421748508,Manager,2023-04-26
3b565b5a-e047-4b63-b365-ad1b6197a01d,Michael Torres,umyers@example.org,5606959556,Sales,2023-01-20
cbe156d7-90f2-4818-ade3-e221a491b35d,John Smith,jenna54@example.com,4044933497,Sales,2020-10-21
5e1f6014-6d6d-44bb-ad76-fb2f5d105621,Cindy Boyer,paul97@example.org,7753029135,Manager,2023-02-13
c9d6227f-4dc7-4a29-a00b-8f3d5e8b57f2,Kathryn Smith,adavis@example.net,156796681,Developer,2024-09-06
0a73a152-c7f7-4e72-8f34-cebbdf24cd2d,Shannon Lewis,morrowsergio@example.com,1310574925,Developer,2020-07-02
08d59b11-f92d-4a51-8af8-2c24ad2fd2ab,Allen Hale,richard74@example.com,2428756536,HR,2024-05-22
7b2ca3be-fe08-419b-8333-ee2d6ee2b72b,Suzanne Rosario,edwin91@example.com,9124250895,Manager,2024-09-30
42ba951b-6211-4db9-839f-91802d77a086,Angel Howard,morriskimberly@example.com,7756140563,HR,2020-03-31
193726d5-6dba-45e4-8cf3-df3c89adc965,Mrs. Lauren Snyder,frenchjonathan@example.org,1866250394,Developer,2020-12-10
ff6e0d2b-918f-4014-a8b1-a630b2df21c1,Dana Brown,allengonzales@example.com,633497518,Manager,2024-02-11
3a2e4e5d-31d1-4bdd-a305-f62bb0cd32eb,Robert Hill,cristianirwin@example.net,3298610302,Manager,2020-10-05
80743880-2f7e-41cf-835a-26528d7fd841,Shelly Griffith,ldavis@example.com,7644859598,HR,2024-09-08
243b98ab-d1db-4e04-93c7-80836b658ecf,Sherri Alexander,jacksontamara@example.com,703864912,HR,2021-10-09
0fed1b1a-5ce7-4dd0-9940-34f86d1391d5,Laura Duncan,fernando00@example.com,7071172514,HR,2024-02-26
defc2fe9-9b34-4470-972b-a67d835ed00d,Alexandra Mcdonald,jennifer38@example.net,9021295417,Developer,2020-07-10
7d5aa3ce-c262-4a38-a816-92cd24a4211c,Edward Graves,pjohnson@example.com,4994201979,Sales,2022-03-30
4b13d6d6-c060-4213-950d-2f2ac779d990,Edward Mendoza,probertson@example.org,6403647152,Sales,2021-07-20
08965d10-ae3a-457d-b142-7d064d7d656c,Faith Spencer,ntownsend@example.org,5386996549,Developer,2024-07-15
75e3627b-1943-4b89-b3be-81f2612928d0,Stephanie Cuevas,fowlerlauren@example.org,9524219057,Sales,2023-07-13
2c1b4852-508b-40a4-9500-6fa29f8085e8,Vincent Strickland,saramartin@example.com,4268218935,HR,2021-12-15
934c3a85-f66d-4ad1-a6fc-eb655446d464,Mark Sanchez,grimesolivia@example.com,3864687586,Sales,2021-10-14
48b109b7-8803-41b5-bbed-9f71529a3a25,Paul Taylor,saraortiz@example.com,4376647169,Developer,2020-01-19
e8136066-a8c3-4e80-a968-2fdb655e2fbd,Sandra Rodgers,idunn@example.org,4410663551,Manager,2021-02-19
9a195792-61e3-4d3f-9cf8-e2b27575fa69,Kimberly Brown,idodson@example.net,1726540308,Developer,2024-03-18
5daa3fdf-88b2-402c-a935-b78c5b739df0,Brittany Torres,jennifercampbell@example.net,572290705,Developer,2023-05-28
9b828525-f211-4aa3-85c8-283f735bd3c0,Scott Smith,gary22@example.org,5612332676,Sales,2023-04-21
7b4e17ac-089c-4dd2-98bd-fe050e8377cf,Cheryl Martin,qmarshall@example.com,3010770555,HR,2020-12-18
fe572fdb-603b-44d5-b391-01f2bc554f8d,Shane Fritz,williamschristine@example.org,1909157806,Sales,2023-03-16
fe90e68a-d3e4-4669-9a4d-5c6095c60a87,Pamela Arnold,pruittgina@example.net,7384482375,HR,2020-11-17
ebf7d94b-52fb-4339-bb93-7d9831fb3976,Brooke Williams,kellycrosby@example.org,4385869434,Developer,2022-07-12
2b989d02-9ab3-4545-80c4-6f69e0fce86a,Andre Davis,morgantony@example.org,2809911314,Manager,2023-12-10
7549232a-c0c3-4f02-a751-e6fd0dc3dfa7,Ryan Gutierrez,lnguyen@example.com,6693367631,HR,2020-04-16
59602280-4ea5-4da3-af68-d674aabad318,Christina Casey,rickey46@example.net,8824320747,HR,2023-08-15
fb389746-2fae-477b-a7fd-49b84b15bc05,Terri Bell,jameschase@example.org,922463818,Developer,2022-09-06
57960b6c-6cea-45cc-a32e-f100eb2f89a7,Karen Buchanan,robert37@example.org,7681394355,Developer,2021-06-14
6567a534-93d0-45c9-9481-0d2496fd4ba4,Samantha Wilkerson,bkennedy@example.org,9042734234,Developer,2024-05-15
c6350b24-5999-4e6f-8a67-dcb31bea228f,Carlos Hall,douglashill@example.net,3366935026,HR,2021-10-24
b187fd4e-15ef-469c-9418-bb272950daff,Angelica Stephens,hilljudy@example.org,4320810430,Sales,2022-05-14
c9d7e4d6-6380-4871-a4e8-1444aaee672a,Benjamin Fox,elizabeth36@example.com,4478674084,Sales,2021-04-27
1416ee5f-b6b4-46e7-bc7f-6a5a70924566,Anna Woodward,omendoza@example.com,2348418729,HR,2023-09-05
00eacfd3-d119-48ce-a2b2-50f5dddc0795,Julie Franklin,johnlopez@example.org,4908662129,Sales,2020-05-08
33d8ae4d-b967-4cca-a1a0-f295a84f6f3e,Christina Washington,lduffy@example.net,9574049503,Sales,2022-05-04
b95e7d5c-9cf9-44aa-8f61-a02afe696d9e,Amber Lewis,umorales@example.com,9476461249,Developer,2022-05-09
db5104d6-3509-4337-ac9c-1f32f16e796e,Nicole Beasley,riceashley@example.com,8014742588,Developer,2020-11-23
bee98695-f75d-4aa7-8765-abfd5663048e,Michael Taylor,amycook@example.com,2036272599,HR,2023-08-17
